time_utc,open,high,low,close,direction
2026-08-14T04:00:00Z,1.15370,1.15404,1.15367,1.15388,BULL
2026-08-14T05:00:00Z,1.15388,1.15430,1.15384,1.15418,
2026-08-14T06:00:00Z,1.15421,1.15445,1.15388,1.15444,
2026-08-14T07:00:00Z,1.15444,1.15514,1.15431,1.15508,
2026-08-14T08:00:00Z,1.15509,1.15576,1.15504,1.15556,
2026-08-14T09:00:00Z,1.15555,1.15570,1.15511,1.15546,
2026-08-14T10:00:00Z,1.15547,1.15562,1.15521,1.15556,
2026-08-14T11:00:00Z,1.15558,1.15720,1.15556,1.15654,
2026-08-14T12:00:00Z,1.15655,1.15790,1.15626,1.15660,
2026-08-14T13:00:00Z,1.15661,1.15848,1.15622,1.15804,
2026-08-14T14:00:00Z,1.15802,1.15854,1.15770,1.15808,
2026-08-14T15:00:00Z,1.15807,1.15852,1.15770,1.15802,
2026-08-14T16:00:00Z,1.15802,1.15819,1.15702,1.15712,
2026-08-14T17:00:00Z,1.15712,1.15715,1.15630,1.15648,BEAR
2026-08-14T18:00:00Z,1.15649,1.15670,1.15631,1.15656,
2026-08-14T19:00:00Z,1.15658,1.15691,1.15644,1.15684,
2026-08-14T20:00:00Z,1.15686,1.15706,1.15672,1.15704,BULL
2026-08-16T21:00:00Z,1.15640,1.15664,1.15640,1.15656,
2026-08-16T22:00:00Z,1.15656,1.15752,1.15656,1.15746,
2026-08-16T23:00:00Z,1.15747,1.15758,1.15726,1.15737,
2026-08-17T00:00:00Z,1.15738,1.15810,1.15738,1.15801,
2026-08-17T01:00:00Z,1.15802,1.15836,1.15782,1.15834,
2026-08-17T02:00:00Z,1.15835,1.15845,1.15791,1.15798,
2026-08-17T03:00:00Z,1.15796,1.15837,1.15786,1.15836,
2026-08-17T04:00:00Z,1.15836,1.15880,1.15828,1.15848,
2026-08-17T05:00:00Z,1.15848,1.15894,1.15828,1.15873,
2026-08-17T06:00:00Z,1.15874,1.15969,1.15836,1.15958,
2026-08-17T07:00:00Z,1.15958,1.16120,1.15929,1.16065,
2026-08-17T08:00:00Z,1.16064,1.16142,1.15954,1.15989,
2026-08-17T09:00:00Z,1.15989,1.16024,1.15960,1.15968,
2026-08-17T10:00:00Z,1.15968,1.15984,1.15896,1.15905,BEAR
2026-08-17T11:00:00Z,1.15904,1.15954,1.15876,1.15924,
2026-08-17T12:00:00Z,1.15923,1.15977,1.15872,1.15975,
2026-08-17T13:00:00Z,1.15976,1.15998,1.15877,1.15946,BULL
2026-08-17T14:00:00Z,1.15947,1.15992,1.15860,1.15868,
2026-08-17T15:00:00Z,1.15867,1.15902,1.15818,1.15900,BEAR
2026-08-17T16:00:00Z,1.15900,1.15918,1.15852,1.15884,
2026-08-17T17:00:00Z,1.15884,1.15897,1.15762,1.15772,
2026-08-17T18:00:00Z,1.15772,1.15784,1.15711,1.15725,
2026-08-17T19:00:00Z,1.15724,1.15806,1.15722,1.15788,
2026-08-17T20:00:00Z,1.15787,1.15799,1.15774,1.15796,
2026-08-17T21:00:00Z,1.15822,1.15829,1.15780,1.15786,BULL
2026-08-17T22:00:00Z,1.15784,1.15804,1.15779,1.15787,
2026-08-17T23:00:00Z,1.15786,1.15837,1.15782,1.15828,
2026-08-18T00:00:00Z,1.15828,1.15850,1.15778,1.15826,
2026-08-18T01:00:00Z,1.15824,1.15858,1.15788,1.15796,
2026-08-18T02:00:00Z,1.15796,1.15804,1.15752,1.15802,
2026-08-18T03:00:00Z,1.15802,1.15804,1.15716,1.15732,BEAR
2026-08-18T04:00:00Z,1.15732,1.15747,1.15700,1.15715,
2026-08-18T05:00:00Z,1.15716,1.15743,1.15694,1.15730,
2026-08-18T06:00:00Z,1.15732,1.15748,1.15666,1.15720,
2026-08-18T07:00:00Z,1.15720,1.15776,1.15694,1.15738,BULL
2026-08-18T08:00:00Z,1.15739,1.15778,1.15692,1.15762,
2026-08-18T09:00:00Z,1.15762,1.15799,1.15726,1.15792,
2026-08-18T10:00:00Z,1.15792,1.15793,1.15740,1.15761,
2026-08-18T11:00:00Z,1.15762,1.15769,1.15726,1.15767,
2026-08-18T12:00:00Z,1.15766,1.15794,1.15717,1.15740,BEAR
2026-08-18T13:00:00Z,1.15742,1.15850,1.15706,1.15806,
2026-08-18T14:00:00Z,1.15806,1.15884,1.15803,1.15810,BULL
2026-08-18T15:00:00Z,1.15810,1.15862,1.15766,1.15792,
2026-08-18T16:00:00Z,1.15792,1.15856,1.15785,1.15797,
2026-08-18T17:00:00Z,1.15796,1.15804,1.15743,1.15766,BEAR
2026-08-18T18:00:00Z,1.15764,1.15788,1.15742,1.15756,
2026-08-18T19:00:00Z,1.15757,1.15808,1.15739,1.15748,
2026-08-18T20:00:00Z,1.15746,1.15765,1.15718,1.15752,
2026-08-18T21:00:00Z,1.15763,1.15784,1.15744,1.15756,
2026-08-18T22:00:00Z,1.15752,1.15768,1.15743,1.15764,BULL
2026-08-18T23:00:00Z,1.15763,1.15784,1.15734,1.15760,
2026-08-19T00:00:00Z,1.15762,1.15818,1.15734,1.15741,
2026-08-19T01:00:00Z,1.15742,1.15779,1.15702,1.15772,BEAR
2026-08-19T02:00:00Z,1.15772,1.15872,1.15766,1.15824,BULL
2026-08-19T03:00:00Z,1.15824,1.15848,1.15812,1.15813,
2026-08-19T04:00:00Z,1.15814,1.15868,1.15805,1.15858,
2026-08-19T05:00:00Z,1.15858,1.15895,1.15846,1.15886,
2026-08-19T06:00:00Z,1.15886,1.15988,1.15878,1.15946,
2026-08-19T07:00:00Z,1.15947,1.15978,1.15917,1.15966,
2026-08-19T08:00:00Z,1.15966,1.16052,1.15956,1.15980,
2026-08-19T09:00:00Z,1.15982,1.16082,1.15964,1.16065,
2026-08-19T10:00:00Z,1.16064,1.16118,1.16052,1.16066,
2026-08-19T11:00:00Z,1.16066,1.16086,1.15994,1.16030,
2026-08-19T12:00:00Z,1.16029,1.16436,1.16024,1.16356,
2026-08-19T13:00:00Z,1.16356,1.16597,1.16356,1.16563,
2026-08-19T14:00:00Z,1.16562,1.16772,1.16538,1.16633,
2026-08-19T15:00:00Z,1.16634,1.16682,1.16566,1.16638,
2026-08-19T16:00:00Z,1.16640,1.16721,1.16636,1.16684,
2026-08-19T17:00:00Z,1.16685,1.16722,1.16585,1.16592,
2026-08-19T18:00:00Z,1.16590,1.16752,1.16586,1.16736,
2026-08-19T19:00:00Z,1.16736,1.16792,1.16700,1.16772,
2026-08-19T20:00:00Z,1.16773,1.16790,1.16750,1.16774,
2026-08-19T21:00:00Z,1.16770,1.16786,1.16752,1.16764,
2026-08-19T22:00:00Z,1.16762,1.16808,1.16751,1.16752,
2026-08-19T23:00:00Z,1.16752,1.16776,1.16728,1.16743,BEAR
2026-08-20T00:00:00Z,1.16744,1.16800,1.16722,1.16743,
2026-08-20T01:00:00Z,1.16744,1.16828,1.16700,1.16765,
2026-08-20T02:00:00Z,1.16766,1.16840,1.16728,1.16750,BULL
2026-08-20T03:00:00Z,1.16751,1.16802,1.16744,1.16796,
2026-08-20T04:00:00Z,1.16795,1.16804,1.16718,1.16729,
2026-08-20T05:00:00Z,1.16730,1.16774,1.16702,1.16762,
2026-08-20T06:00:00Z,1.16762,1.16884,1.16733,1.16880,
2026-08-20T07:00:00Z,1.16879,1.16936,1.16783,1.16926,
2026-08-20T08:00:00Z,1.16925,1.16999,1.16888,1.16987,
2026-08-20T09:00:00Z,1.16988,1.17097,1.16956,1.17070,
2026-08-20T10:00:00Z,1.17069,1.17105,1.16942,1.16970,
2026-08-20T11:00:00Z,1.16970,1.16984,1.16827,1.16846,
2026-08-20T12:00:00Z,1.16849,1.16902,1.16778,1.16887,BEAR
2026-08-20T13:00:00Z,1.16888,1.16948,1.16750,1.16754,
2026-08-20T14:00:00Z,1.16752,1.16852,1.16708,1.16830,
2026-08-20T15:00:00Z,1.16830,1.16938,1.16722,1.16790,
2026-08-20T16:00:00Z,1.16792,1.16800,1.16694,1.16733,
2026-08-20T17:00:00Z,1.16732,1.16750,1.16700,1.16745,
2026-08-20T18:00:00Z,1.16746,1.16764,1.16708,1.16760,
2026-08-20T19:00:00Z,1.16760,1.16785,1.16734,1.16780,BULL
2026-08-20T20:00:00Z,1.16780,1.16798,1.16760,1.16785,
2026-08-20T21:00:00Z,1.16783,1.16788,1.16771,1.16776,
2026-08-20T22:00:00Z,1.16778,1.16843,1.16778,1.16834,
2026-08-20T23:00:00Z,1.16836,1.16880,1.16835,1.16876,
2026-08-21T00:00:00Z,1.16876,1.16898,1.16830,1.16833,
2026-08-21T01:00:00Z,1.16832,1.16930,1.16830,1.16904,
2026-08-21T02:00:00Z,1.16904,1.17010,1.16881,1.16960,
2026-08-21T03:00:00Z,1.16960,1.16984,1.16917,1.16942,
2026-08-21T04:00:00Z,1.16942,1.16954,1.16910,1.16932,
2026-08-21T05:00:00Z,1.16931,1.16994,1.16902,1.16980,
2026-08-21T06:00:00Z,1.16981,1.16984,1.16903,1.16980,
2026-08-21T07:00:00Z,1.16980,1.17004,1.16867,1.16910,
2026-08-21T08:00:00Z,1.16909,1.17064,1.16892,1.17052,
2026-08-21T09:00:00Z,1.17052,1.17116,1.17001,1.17002,
2026-08-21T10:00:00Z,1.17003,1.17108,1.16992,1.17020,
2026-08-21T11:00:00Z,1.17021,1.17099,1.16963,1.17007,
2026-08-21T12:00:00Z,1.17008,1.17032,1.16851,1.16906,BEAR
2026-08-21T13:00:00Z,1.16906,1.16912,1.16788,1.16834,
2026-08-21T14:00:00Z,1.16834,1.16834,1.16688,1.16730,
2026-08-21T15:00:00Z,1.16732,1.16839,1.16708,1.16832,
2026-08-21T16:00:00Z,1.16832,1.16877,1.16796,1.16818,
2026-08-21T17:00:00Z,1.16817,1.16830,1.16772,1.16804,BULL
2026-08-21T18:00:00Z,1.16804,1.16841,1.16802,1.16828,
2026-08-21T19:00:00Z,1.16829,1.16833,1.16778,1.16788,BEAR
2026-08-21T20:00:00Z,1.16790,1.16792,1.16742,1.16766,
2026-08-23T21:00:00Z,1.16766,1.16784,1.16763,1.16772,
2026-08-23T22:00:00Z,1.16774,1.16798,1.16730,1.16758,
2026-08-23T23:00:00Z,1.16757,1.16826,1.16747,1.16824,BULL
2026-08-24T00:00:00Z,1.16822,1.16872,1.16820,1.16853,
2026-08-24T01:00:00Z,1.16852,1.16864,1.16767,1.16818,
2026-08-24T02:00:00Z,1.16818,1.16848,1.16795,1.16820,
2026-08-24T03:00:00Z,1.16818,1.16822,1.16780,1.16799,BEAR
2026-08-24T04:00:00Z,1.16798,1.16828,1.16754,1.16828,
2026-08-24T05:00:00Z,1.16829,1.16832,1.16761,1.16806,
2026-08-24T06:00:00Z,1.16805,1.16809,1.16740,1.16776,
2026-08-24T07:00:00Z,1.16776,1.16806,1.16646,1.16673,
2026-08-24T08:00:00Z,1.16674,1.16684,1.16606,1.16632,
2026-08-24T09:00:00Z,1.16633,1.16670,1.16604,1.16644,
2026-08-24T10:00:00Z,1.16644,1.16670,1.16620,1.16644,
2026-08-24T11:00:00Z,1.16642,1.16737,1.16630,1.16668,
2026-08-24T12:00:00Z,1.16668,1.16740,1.16620,1.16694,BULL
2026-08-24T13:00:00Z,1.16695,1.16748,1.16638,1.16652,
2026-08-24T14:00:00Z,1.16652,1.16721,1.16630,1.16656,
2026-08-24T15:00:00Z,1.16656,1.16725,1.16638,1.16646,BEAR
