time_utc,tv_signal,mt5_signal,status,tv_recomputed,tv_rule_check,tv_open,tv_high,tv_low,tv_close,mt5_open,mt5_high,mt5_low,mt5_close,close_abs_diff
2026-08-04T21:00:00+00:00,,,AGREE,,AGREE,1.15286,1.15321,1.15285,1.15297,1.1528,1.15314,1.15273,1.15288,9.000000000014552e-05
2026-08-04T22:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.15298,1.15329,1.15293,1.15329,1.15297,1.1533,1.15296,1.15328,9.999999999843467e-06
2026-08-04T23:00:00+00:00,,BULL,MISMATCH,,AGREE,1.15328,1.15333,1.15299,1.15321,1.15328,1.15333,1.15297,1.15318,2.999999999997449e-05
2026-08-05T00:00:00+00:00,BULL,,MISMATCH,BULL,AGREE,1.15322,1.15356,1.15297,1.15314,1.15319,1.15354,1.15295,1.15314,0.0
2026-08-05T01:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.15315,1.15317,1.15268,1.15271,1.15315,1.15317,1.15268,1.15271,0.0
2026-08-05T02:00:00+00:00,,,AGREE,,AGREE,1.15272,1.15406,1.15268,1.15348,1.15271,1.15406,1.15267,1.15348,0.0
2026-08-05T03:00:00+00:00,BULL,BULL,AGREE,BULL,AGREE,1.15348,1.15404,1.15347,1.15372,1.15348,1.15404,1.15346,1.15372,0.0
2026-08-05T04:00:00+00:00,,,AGREE,,AGREE,1.15373,1.15403,1.15346,1.15362,1.15373,1.15403,1.15346,1.15362,0.0
2026-08-05T05:00:00+00:00,,,AGREE,,AGREE,1.15362,1.15382,1.15318,1.15356,1.15361,1.15379,1.15316,1.15356,0.0
2026-08-05T06:00:00+00:00,,,AGREE,,AGREE,1.15358,1.15459,1.15324,1.15449,1.15361,1.15459,1.15323,1.15447,1.999999999990898e-05
2026-08-05T07:00:00+00:00,,,AGREE,,AGREE,1.15448,1.15468,1.1534,1.1538,1.15446,1.15467,1.15339,1.1538,0.0
2026-08-05T08:00:00+00:00,,,AGREE,,AGREE,1.1538,1.15448,1.15312,1.15356,1.15379,1.15445,1.15312,1.15356,0.0
2026-08-05T09:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.15357,1.15427,1.15336,1.15398,1.15356,1.15426,1.15336,1.15397,1.0000000000065512e-05
2026-08-05T10:00:00+00:00,,,AGREE,,AGREE,1.15398,1.1541,1.15352,1.15396,1.15396,1.15409,1.1535,1.15396,0.0
