time_utc,tv_signal,mt5_signal,status,tv_recomputed,tv_rule_check,tv_open,tv_high,tv_low,tv_close,mt5_open,mt5_high,mt5_low,mt5_close,close_abs_diff
2026-08-11T17:00:00+00:00,,,AGREE,,AGREE,1.15396,1.15402,1.15344,1.1538,1.15396,1.15401,1.15343,1.15379,9.999999999843467e-06
2026-08-11T18:00:00+00:00,,,AGREE,,AGREE,1.1538,1.15422,1.15355,1.15404,1.1538,1.15422,1.15354,1.15405,1.0000000000065512e-05
2026-08-11T19:00:00+00:00,,,AGREE,,AGREE,1.15406,1.1543,1.154,1.15428,1.15404,1.1543,1.15399,1.15427,1.0000000000065512e-05
2026-08-11T20:00:00+00:00,BULL,BULL,AGREE,BULL,AGREE,1.15427,1.15438,1.15394,1.1543,1.15428,1.15438,1.15392,1.15415,0.0001500000000000945
2026-08-11T21:00:00+00:00,,,AGREE,,AGREE,1.1541,1.1542,1.15396,1.15406,1.15402,1.15412,1.15381,1.154,6.000000000017103e-05
2026-08-11T22:00:00+00:00,,,AGREE,,AGREE,1.15405,1.15436,1.15405,1.15434,1.154,1.15435,1.154,1.15434,0.0
2026-08-11T23:00:00+00:00,BEAR,,MISMATCH,BEAR,AGREE,1.15435,1.15438,1.15412,1.15436,1.15435,1.15437,1.15411,1.15436,0.0
2026-08-12T00:00:00+00:00,BULL,,MISMATCH,BULL,AGREE,1.15437,1.15448,1.15396,1.15408,1.15436,1.15447,1.15394,1.15407,1.0000000000065512e-05
2026-08-12T01:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.15408,1.15408,1.15366,1.15384,1.15408,1.15409,1.15365,1.15384,0.0
2026-08-12T02:00:00+00:00,,,AGREE,,AGREE,1.15384,1.15402,1.15352,1.15384,1.15382,1.15398,1.15352,1.15384,0.0
2026-08-12T03:00:00+00:00,,,AGREE,,AGREE,1.15384,1.15386,1.1535,1.15354,1.15383,1.15388,1.15348,1.15353,1.0000000000065512e-05
2026-08-12T04:00:00+00:00,,,AGREE,,AGREE,1.15354,1.15366,1.1533,1.15359,1.15353,1.15363,1.15327,1.15357,1.999999999990898e-05
2026-08-12T05:00:00+00:00,,,AGREE,,AGREE,1.1536,1.1536,1.15322,1.15338,1.15357,1.1536,1.15321,1.15338,0.0
2026-08-12T06:00:00+00:00,,,AGREE,,AGREE,1.15338,1.15374,1.15334,1.15372,1.15337,1.15373,1.15334,1.15372,0.0
2026-08-12T07:00:00+00:00,BULL,BULL,AGREE,BULL,AGREE,1.15372,1.15395,1.15358,1.15374,1.15371,1.15394,1.15358,1.15374,0.0
2026-08-12T08:00:00+00:00,,,AGREE,,AGREE,1.15376,1.15401,1.15346,1.15372,1.15373,1.15401,1.15346,1.15371,1.0000000000065512e-05
2026-08-12T09:00:00+00:00,,,AGREE,,AGREE,1.15374,1.155,1.15348,1.15362,1.15372,1.15498,1.15347,1.1536,2.0000000000131024e-05
2026-08-12T10:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.1536,1.15391,1.15325,1.1535,1.1536,1.1539,1.15325,1.15349,1.0000000000065512e-05
2026-08-12T11:00:00+00:00,BULL,BULL,AGREE,BULL,AGREE,1.1535,1.15455,1.1534,1.15436,1.15349,1.15455,1.15339,1.15435,1.0000000000065512e-05
2026-08-12T12:00:00+00:00,,,AGREE,,AGREE,1.15436,1.15634,1.15328,1.15594,1.15437,1.15623,1.15328,1.15593,1.0000000000065512e-05
2026-08-12T13:00:00+00:00,,,AGREE,,AGREE,1.15596,1.15628,1.1546,1.15522,1.15596,1.15629,1.1546,1.15522,0.0
2026-08-12T14:00:00+00:00,,,AGREE,,AGREE,1.15524,1.15544,1.1539,1.15431,1.15524,1.15544,1.15389,1.1543,9.999999999843467e-06
2026-08-12T15:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.1543,1.1544,1.15352,1.15394,1.1543,1.15439,1.15352,1.15394,0.0
2026-08-12T16:00:00+00:00,,,AGREE,,AGREE,1.15394,1.15402,1.15246,1.15282,1.15394,1.15401,1.15246,1.15281,1.0000000000065512e-05
2026-08-12T17:00:00+00:00,,,AGREE,,AGREE,1.15281,1.15307,1.15214,1.15216,1.1528,1.15307,1.15213,1.15215,1.0000000000065512e-05
2026-08-12T18:00:00+00:00,,,AGREE,,AGREE,1.15216,1.15272,1.15199,1.15211,1.15215,1.15269,1.15198,1.1521,1.0000000000065512e-05
2026-08-12T19:00:00+00:00,,,AGREE,,AGREE,1.15212,1.15248,1.15199,1.15224,1.1521,1.15246,1.15198,1.15224,0.0
2026-08-12T20:00:00+00:00,,,AGREE,,AGREE,1.15226,1.15264,1.15214,1.1525,1.15223,1.15262,1.15214,1.15249,1.0000000000065512e-05
2026-08-12T21:00:00+00:00,BULL,BULL,AGREE,BULL,AGREE,1.15274,1.15285,1.1522,1.15236,1.15262,1.15269,1.15202,1.15219,0.00017000000000000348
2026-08-12T22:00:00+00:00,,,AGREE,,AGREE,1.15232,1.15268,1.15232,1.15267,1.15217,1.15268,1.15217,1.15267,0.0
2026-08-12T23:00:00+00:00,,,AGREE,,AGREE,1.15268,1.1528,1.15263,1.15278,1.15268,1.1528,1.15261,1.15278,0.0
2026-08-13T00:00:00+00:00,,,AGREE,,AGREE,1.15281,1.15314,1.15266,1.15289,1.15278,1.15313,1.15265,1.15288,1.0000000000065512e-05
2026-08-13T01:00:00+00:00,,,AGREE,,AGREE,1.1529,1.1531,1.15236,1.15248,1.15287,1.15311,1.15233,1.15248,0.0
2026-08-13T02:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.15248,1.15256,1.15198,1.15219,1.15248,1.15256,1.15198,1.15218,1.0000000000065512e-05
2026-08-13T03:00:00+00:00,,,AGREE,,AGREE,1.15218,1.15244,1.15202,1.15226,1.15218,1.15241,1.15201,1.15225,1.0000000000065512e-05
2026-08-13T04:00:00+00:00,,,AGREE,,AGREE,1.15226,1.1527,1.152,1.1526,1.15225,1.1527,1.15198,1.15258,2.0000000000131024e-05
2026-08-13T05:00:00+00:00,BULL,BULL,AGREE,BULL,AGREE,1.1526,1.15272,1.15232,1.1525,1.15257,1.15272,1.15233,1.1525,0.0
2026-08-13T06:00:00+00:00,,,AGREE,,AGREE,1.15252,1.15262,1.15118,1.15181,1.15252,1.15261,1.15118,1.15181,0.0
2026-08-13T07:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.15182,1.15278,1.1517,1.15258,1.1518,1.15278,1.15169,1.15256,1.999999999990898e-05
2026-08-13T08:00:00+00:00,,,AGREE,,AGREE,1.15258,1.15286,1.15228,1.15241,1.15257,1.15285,1.15226,1.1524,9.999999999843467e-06
2026-08-13T09:00:00+00:00,BULL,BULL,AGREE,BULL,AGREE,1.15242,1.15348,1.15232,1.15344,1.15241,1.15347,1.15232,1.15342,2.0000000000131024e-05
2026-08-13T10:00:00+00:00,,,AGREE,,AGREE,1.15344,1.15386,1.15338,1.15359,1.15343,1.15386,1.15338,1.15359,0.0
2026-08-13T11:00:00+00:00,,,AGREE,,AGREE,1.15358,1.15386,1.15326,1.15342,1.15358,1.15387,1.15325,1.1534,1.999999999990898e-05
2026-08-13T12:00:00+00:00,,,AGREE,,AGREE,1.15342,1.15444,1.15256,1.15439,1.15342,1.15443,1.15255,1.15438,1.0000000000065512e-05
2026-08-13T13:00:00+00:00,,,AGREE,,AGREE,1.15441,1.15453,1.15306,1.15344,1.1544,1.15452,1.15305,1.15343,1.0000000000065512e-05
2026-08-13T14:00:00+00:00,,,AGREE,,AGREE,1.15344,1.15454,1.15313,1.1544,1.15343,1.15454,1.15314,1.15439,1.0000000000065512e-05
2026-08-13T15:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.1544,1.15456,1.15302,1.15306,1.1544,1.15454,1.15302,1.15306,0.0
2026-08-13T16:00:00+00:00,,,AGREE,,AGREE,1.15306,1.15328,1.15244,1.15296,1.15307,1.15328,1.15242,1.15295,1.0000000000065512e-05
2026-08-13T17:00:00+00:00,,,AGREE,,AGREE,1.15296,1.15316,1.15258,1.15279,1.15294,1.15315,1.15256,1.15279,0.0
2026-08-13T18:00:00+00:00,,,AGREE,,AGREE,1.15278,1.15324,1.15264,1.1529,1.15279,1.15322,1.15262,1.15289,1.0000000000065512e-05
2026-08-13T19:00:00+00:00,,,AGREE,,AGREE,1.15291,1.15314,1.15276,1.15288,1.15289,1.15315,1.15276,1.15288,0.0
2026-08-13T20:00:00+00:00,BULL,,MISMATCH,BULL,AGREE,1.15288,1.153,1.15263,1.15293,1.15287,1.15302,1.15262,1.15276,0.00017000000000000348
2026-08-13T21:00:00+00:00,,,AGREE,,AGREE,1.15286,1.15316,1.15265,1.15283,1.15272,1.15309,1.15247,1.15274,8.999999999992347e-05
2026-08-13T22:00:00+00:00,,,AGREE,,AGREE,1.15284,1.15318,1.15284,1.15316,1.15284,1.15317,1.15273,1.15314,1.999999999990898e-05
2026-08-13T23:00:00+00:00,,BULL,MISMATCH,,AGREE,1.15316,1.15346,1.15316,1.15338,1.15314,1.15344,1.15313,1.15337,1.0000000000065512e-05
2026-08-14T00:00:00+00:00,,,AGREE,,AGREE,1.15336,1.15393,1.15334,1.15384,1.15336,1.1539,1.15333,1.15384,0.0
2026-08-14T01:00:00+00:00,,,AGREE,,AGREE,1.15382,1.15383,1.1532,1.1534,1.15383,1.15383,1.15321,1.1534,0.0
2026-08-14T02:00:00+00:00,,,AGREE,,AGREE,1.15342,1.15374,1.15336,1.15344,1.15341,1.15374,1.15335,1.15342,2.0000000000131024e-05
2026-08-14T03:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.15344,1.15394,1.15339,1.15371,1.15343,1.15395,1.15338,1.15372,1.0000000000065512e-05
2026-08-14T04:00:00+00:00,BULL,BULL,AGREE,BULL,AGREE,1.1537,1.15404,1.15367,1.15388,1.15372,1.15403,1.15366,1.15387,1.0000000000065512e-05
2026-08-14T05:00:00+00:00,,,AGREE,,AGREE,1.15388,1.1543,1.15384,1.15418,1.15388,1.15427,1.15382,1.15418,0.0
2026-08-14T06:00:00+00:00,,,AGREE,,AGREE,1.15421,1.15445,1.15388,1.15444,1.15418,1.15445,1.15388,1.15445,1.0000000000065512e-05
2026-08-14T07:00:00+00:00,,,AGREE,,AGREE,1.15444,1.15514,1.15431,1.15508,1.15444,1.15511,1.1543,1.15509,9.999999999843467e-06
2026-08-14T08:00:00+00:00,,,AGREE,,AGREE,1.15509,1.15576,1.15504,1.15556,1.15508,1.15577,1.15504,1.15558,2.0000000000131024e-05
2026-08-14T09:00:00+00:00,,,AGREE,,AGREE,1.15555,1.1557,1.15511,1.15546,1.15558,1.15569,1.1551,1.15547,1.0000000000065512e-05
2026-08-14T10:00:00+00:00,,,AGREE,,AGREE,1.15547,1.15562,1.15521,1.15556,1.15548,1.15561,1.1552,1.15557,1.0000000000065512e-05
2026-08-14T11:00:00+00:00,,,AGREE,,AGREE,1.15558,1.1572,1.15556,1.15654,1.15556,1.15718,1.15556,1.15653,9.999999999843467e-06
2026-08-14T12:00:00+00:00,,,AGREE,,AGREE,1.15655,1.1579,1.15626,1.1566,1.15654,1.15786,1.15626,1.15659,1.0000000000065512e-05
2026-08-14T13:00:00+00:00,,,AGREE,,AGREE,1.15661,1.15848,1.15622,1.15804,1.1566,1.15846,1.15621,1.15804,0.0
2026-08-14T14:00:00+00:00,,,AGREE,,AGREE,1.15802,1.15854,1.1577,1.15808,1.15805,1.15853,1.15769,1.15806,1.999999999990898e-05
2026-08-14T15:00:00+00:00,,,AGREE,,AGREE,1.15807,1.15852,1.1577,1.15802,1.15809,1.15853,1.1577,1.15803,9.999999999843467e-06
2026-08-14T16:00:00+00:00,,,AGREE,,AGREE,1.15802,1.15819,1.15702,1.15712,1.15804,1.15819,1.15701,1.15711,9.999999999843467e-06
2026-08-14T17:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.15712,1.15715,1.1563,1.15648,1.15712,1.15713,1.15629,1.15648,0.0
2026-08-14T18:00:00+00:00,,,AGREE,,AGREE,1.15649,1.1567,1.15631,1.15656,1.15647,1.15669,1.15632,1.15655,1.0000000000065512e-05
2026-08-14T19:00:00+00:00,,,AGREE,,AGREE,1.15658,1.15691,1.15644,1.15684,1.15654,1.15691,1.15645,1.15684,0.0
2026-08-14T20:00:00+00:00,BULL,BULL,AGREE,BULL,AGREE,1.15686,1.15706,1.15672,1.15704,1.15685,1.15702,1.15669,1.15701,2.999999999997449e-05
2026-08-16T21:00:00+00:00,,,AGREE,,AGREE,1.1564,1.15664,1.1564,1.15656,1.15627,1.15658,1.15608,1.15623,0.00032999999999994145
2026-08-16T22:00:00+00:00,,,AGREE,,AGREE,1.15656,1.15752,1.15656,1.15746,1.15626,1.15752,1.15626,1.15748,2.0000000000131024e-05
2026-08-16T23:00:00+00:00,,,AGREE,,AGREE,1.15747,1.15758,1.15726,1.15737,1.15748,1.15758,1.15726,1.15737,0.0
2026-08-17T00:00:00+00:00,,,AGREE,,AGREE,1.15738,1.1581,1.15738,1.15801,1.15738,1.1581,1.15737,1.15801,0.0
2026-08-17T01:00:00+00:00,,,AGREE,,AGREE,1.15802,1.15836,1.15782,1.15834,1.15802,1.15837,1.1578,1.15835,1.0000000000065512e-05
2026-08-17T02:00:00+00:00,,,AGREE,,AGREE,1.15835,1.15845,1.15791,1.15798,1.15835,1.15844,1.15789,1.15796,1.999999999990898e-05
2026-08-17T03:00:00+00:00,,,AGREE,,AGREE,1.15796,1.15837,1.15786,1.15836,1.15795,1.15836,1.15783,1.15835,1.0000000000065512e-05
2026-08-17T04:00:00+00:00,,,AGREE,,AGREE,1.15836,1.1588,1.15828,1.15848,1.15834,1.1588,1.15826,1.15847,9.999999999843467e-06
2026-08-17T05:00:00+00:00,,,AGREE,,AGREE,1.15848,1.15894,1.15828,1.15873,1.15847,1.15893,1.15826,1.15873,0.0
2026-08-17T06:00:00+00:00,,,AGREE,,AGREE,1.15874,1.15969,1.15836,1.15958,1.15873,1.15968,1.15835,1.15957,1.0000000000065512e-05
2026-08-17T07:00:00+00:00,,,AGREE,,AGREE,1.15958,1.1612,1.15929,1.16065,1.15958,1.16119,1.15927,1.16067,2.0000000000131024e-05
2026-08-17T08:00:00+00:00,,,AGREE,,AGREE,1.16064,1.16142,1.15954,1.15989,1.16065,1.16141,1.15954,1.15989,0.0
2026-08-17T09:00:00+00:00,,,AGREE,,AGREE,1.15989,1.16024,1.1596,1.15968,1.15988,1.16023,1.15959,1.1597,1.999999999990898e-05
2026-08-17T10:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.15968,1.15984,1.15896,1.15905,1.15969,1.15984,1.15894,1.15904,9.999999999843467e-06
2026-08-17T11:00:00+00:00,,,AGREE,,AGREE,1.15904,1.15954,1.15876,1.15924,1.15905,1.15954,1.15876,1.15923,1.0000000000065512e-05
2026-08-17T12:00:00+00:00,,,AGREE,,AGREE,1.15923,1.15977,1.15872,1.15975,1.15923,1.15977,1.15873,1.15975,0.0
2026-08-17T13:00:00+00:00,BULL,BULL,AGREE,BULL,AGREE,1.15976,1.15998,1.15877,1.15946,1.15977,1.15998,1.15876,1.15947,1.0000000000065512e-05
2026-08-17T14:00:00+00:00,,,AGREE,,AGREE,1.15947,1.15992,1.1586,1.15868,1.15948,1.15992,1.1586,1.15868,0.0
2026-08-17T15:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.15867,1.15902,1.15818,1.159,1.15868,1.15901,1.15817,1.159,0.0
2026-08-17T16:00:00+00:00,,,AGREE,,AGREE,1.159,1.15918,1.15852,1.15884,1.15901,1.15918,1.15851,1.15884,0.0
2026-08-17T17:00:00+00:00,,,AGREE,,AGREE,1.15884,1.15897,1.15762,1.15772,1.15883,1.15896,1.1576,1.15771,1.0000000000065512e-05
2026-08-17T18:00:00+00:00,,,AGREE,,AGREE,1.15772,1.15784,1.15711,1.15725,1.15772,1.15785,1.1571,1.15725,0.0
2026-08-17T19:00:00+00:00,,,AGREE,,AGREE,1.15724,1.15806,1.15722,1.15788,1.15729,1.15805,1.15722,1.15788,0.0
2026-08-17T20:00:00+00:00,,,AGREE,,AGREE,1.15787,1.15799,1.15774,1.15796,1.15787,1.15804,1.15771,1.15795,1.0000000000065512e-05
2026-08-17T21:00:00+00:00,BULL,BULL,AGREE,BULL,AGREE,1.15822,1.15829,1.1578,1.15786,1.1583,1.1583,1.15769,1.15772,0.00013999999999980695
2026-08-17T22:00:00+00:00,,,AGREE,,AGREE,1.15784,1.15804,1.15779,1.15787,1.15773,1.15801,1.15771,1.15787,0.0
2026-08-17T23:00:00+00:00,,,AGREE,,AGREE,1.15786,1.15837,1.15782,1.15828,1.15788,1.15837,1.15781,1.15826,1.999999999990898e-05
2026-08-18T00:00:00+00:00,,,AGREE,,AGREE,1.15828,1.1585,1.15778,1.15826,1.15827,1.1585,1.15776,1.15823,2.999999999997449e-05
2026-08-18T01:00:00+00:00,,,AGREE,,AGREE,1.15824,1.15858,1.15788,1.15796,1.15824,1.15857,1.15787,1.15796,0.0
2026-08-18T02:00:00+00:00,,,AGREE,,AGREE,1.15796,1.15804,1.15752,1.15802,1.15796,1.15804,1.1575,1.15802,0.0
2026-08-18T03:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.15802,1.15804,1.15716,1.15732,1.15802,1.15803,1.15715,1.15732,0.0
2026-08-18T04:00:00+00:00,,,AGREE,,AGREE,1.15732,1.15747,1.157,1.15715,1.15733,1.15747,1.15698,1.15713,1.999999999990898e-05
2026-08-18T05:00:00+00:00,,,AGREE,,AGREE,1.15716,1.15743,1.15694,1.1573,1.15712,1.15743,1.15693,1.1573,0.0
2026-08-18T06:00:00+00:00,,,AGREE,,AGREE,1.15732,1.15748,1.15666,1.1572,1.1573,1.15747,1.15665,1.1572,0.0
2026-08-18T07:00:00+00:00,BULL,BULL,AGREE,BULL,AGREE,1.1572,1.15776,1.15694,1.15738,1.1572,1.15776,1.15694,1.15739,9.999999999843467e-06
2026-08-18T08:00:00+00:00,,,AGREE,,AGREE,1.15739,1.15778,1.15692,1.15762,1.1574,1.15776,1.1569,1.15761,1.0000000000065512e-05
2026-08-18T09:00:00+00:00,,,AGREE,,AGREE,1.15762,1.15799,1.15726,1.15792,1.15762,1.15798,1.15726,1.15792,0.0
2026-08-18T10:00:00+00:00,,,AGREE,,AGREE,1.15792,1.15793,1.1574,1.15761,1.15792,1.15793,1.15739,1.1576,1.0000000000065512e-05
2026-08-18T11:00:00+00:00,,,AGREE,,AGREE,1.15762,1.15769,1.15726,1.15767,1.15762,1.15769,1.15725,1.15766,1.0000000000065512e-05
2026-08-18T12:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.15766,1.15794,1.15717,1.1574,1.15767,1.15794,1.15715,1.15741,1.0000000000065512e-05
2026-08-18T13:00:00+00:00,,,AGREE,,AGREE,1.15742,1.1585,1.15706,1.15806,1.1574,1.15849,1.15703,1.15806,0.0
2026-08-18T14:00:00+00:00,BULL,BULL,AGREE,BULL,AGREE,1.15806,1.15884,1.15803,1.1581,1.15806,1.15884,1.15804,1.1581,0.0
2026-08-18T15:00:00+00:00,,,AGREE,,AGREE,1.1581,1.15862,1.15766,1.15792,1.1581,1.15863,1.15763,1.15791,1.0000000000065512e-05
2026-08-18T16:00:00+00:00,,,AGREE,,AGREE,1.15792,1.15856,1.15785,1.15797,1.15792,1.15855,1.15785,1.15795,1.999999999990898e-05
2026-08-18T17:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.15796,1.15804,1.15743,1.15766,1.15796,1.15803,1.15742,1.15766,0.0
2026-08-18T18:00:00+00:00,,,AGREE,,AGREE,1.15764,1.15788,1.15742,1.15756,1.15765,1.15788,1.15741,1.15756,0.0
2026-08-18T19:00:00+00:00,,,AGREE,,AGREE,1.15757,1.15808,1.15739,1.15748,1.15756,1.15808,1.15738,1.15747,1.0000000000065512e-05
2026-08-18T20:00:00+00:00,,,AGREE,,AGREE,1.15746,1.15765,1.15718,1.15752,1.15747,1.15763,1.15716,1.15752,0.0
2026-08-18T21:00:00+00:00,,,AGREE,,AGREE,1.15763,1.15784,1.15744,1.15756,1.15749,1.1578,1.1572,1.15736,0.00019999999999997797
2026-08-18T22:00:00+00:00,BULL,,MISMATCH,BULL,AGREE,1.15752,1.15768,1.15743,1.15764,1.1573,1.15769,1.15729,1.15763,1.0000000000065512e-05
2026-08-18T23:00:00+00:00,,BULL,MISMATCH,,AGREE,1.15763,1.15784,1.15734,1.1576,1.15762,1.15784,1.15733,1.15762,2.0000000000131024e-05
2026-08-19T00:00:00+00:00,,,AGREE,,AGREE,1.15762,1.15818,1.15734,1.15741,1.15763,1.15817,1.15733,1.15741,0.0
2026-08-19T01:00:00+00:00,BEAR,,MISMATCH,BEAR,AGREE,1.15742,1.15779,1.15702,1.15772,1.15739,1.15777,1.15701,1.15772,0.0
2026-08-19T02:00:00+00:00,BULL,,MISMATCH,BULL,AGREE,1.15772,1.15872,1.15766,1.15824,1.15772,1.15872,1.15765,1.15823,9.999999999843467e-06
2026-08-19T03:00:00+00:00,,,AGREE,,AGREE,1.15824,1.15848,1.15812,1.15813,1.15824,1.15849,1.15809,1.15813,0.0
2026-08-19T04:00:00+00:00,,,AGREE,,AGREE,1.15814,1.15868,1.15805,1.15858,1.15813,1.15866,1.15806,1.15858,0.0
2026-08-19T05:00:00+00:00,,,AGREE,,AGREE,1.15858,1.15895,1.15846,1.15886,1.15857,1.15895,1.15845,1.15885,1.0000000000065512e-05
2026-08-19T06:00:00+00:00,,,AGREE,,AGREE,1.15886,1.15988,1.15878,1.15946,1.15884,1.15986,1.15878,1.15946,0.0
2026-08-19T07:00:00+00:00,,,AGREE,,AGREE,1.15947,1.15978,1.15917,1.15966,1.15947,1.15977,1.15915,1.15964,1.999999999990898e-05
2026-08-19T08:00:00+00:00,,,AGREE,,AGREE,1.15966,1.16052,1.15956,1.1598,1.15965,1.16052,1.15954,1.15981,1.0000000000065512e-05
2026-08-19T09:00:00+00:00,,,AGREE,,AGREE,1.15982,1.16082,1.15964,1.16065,1.15981,1.16082,1.15964,1.16065,0.0
2026-08-19T10:00:00+00:00,,,AGREE,,AGREE,1.16064,1.16118,1.16052,1.16066,1.16064,1.16119,1.16051,1.16066,0.0
2026-08-19T11:00:00+00:00,,,AGREE,,AGREE,1.16066,1.16086,1.15994,1.1603,1.16064,1.16086,1.15994,1.16029,1.0000000000065512e-05
2026-08-19T12:00:00+00:00,,,AGREE,,AGREE,1.16029,1.16436,1.16024,1.16356,1.16029,1.16435,1.16024,1.16357,1.0000000000065512e-05
2026-08-19T13:00:00+00:00,,,AGREE,,AGREE,1.16356,1.16597,1.16356,1.16563,1.16356,1.16595,1.16355,1.16564,1.0000000000065512e-05
2026-08-19T14:00:00+00:00,,,AGREE,,AGREE,1.16562,1.16772,1.16538,1.16633,1.16564,1.16771,1.16538,1.16634,9.999999999843467e-06
2026-08-19T15:00:00+00:00,,,AGREE,,AGREE,1.16634,1.16682,1.16566,1.16638,1.16634,1.16681,1.16568,1.16637,1.0000000000065512e-05
2026-08-19T16:00:00+00:00,,,AGREE,,AGREE,1.1664,1.16721,1.16636,1.16684,1.16638,1.16721,1.16634,1.16685,9.999999999843467e-06
2026-08-19T17:00:00+00:00,,,AGREE,,AGREE,1.16685,1.16722,1.16585,1.16592,1.16684,1.16721,1.16584,1.16591,1.0000000000065512e-05
2026-08-19T18:00:00+00:00,,,AGREE,,AGREE,1.1659,1.16752,1.16586,1.16736,1.16591,1.16751,1.16587,1.16736,0.0
2026-08-19T19:00:00+00:00,,,AGREE,,AGREE,1.16736,1.16792,1.167,1.16772,1.16735,1.16791,1.16699,1.16772,0.0
2026-08-19T20:00:00+00:00,,,AGREE,,AGREE,1.16773,1.1679,1.1675,1.16774,1.16773,1.1679,1.1675,1.16769,5.0000000000105516e-05
2026-08-19T21:00:00+00:00,,,AGREE,,AGREE,1.1677,1.16786,1.16752,1.16764,1.16762,1.1679,1.1673,1.16751,0.00012999999999996348
2026-08-19T22:00:00+00:00,,,AGREE,,AGREE,1.16762,1.16808,1.16751,1.16752,1.16754,1.16804,1.16748,1.16751,9.999999999843467e-06
2026-08-19T23:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.16752,1.16776,1.16728,1.16743,1.16752,1.16775,1.16727,1.16743,0.0
2026-08-20T00:00:00+00:00,,,AGREE,,AGREE,1.16744,1.168,1.16722,1.16743,1.16744,1.16799,1.16721,1.16744,1.0000000000065512e-05
2026-08-20T01:00:00+00:00,,,AGREE,,AGREE,1.16744,1.16828,1.167,1.16765,1.16743,1.16825,1.16699,1.16764,1.0000000000065512e-05
2026-08-20T02:00:00+00:00,BULL,BULL,AGREE,BULL,AGREE,1.16766,1.1684,1.16728,1.1675,1.16764,1.16838,1.16727,1.1675,0.0
2026-08-20T03:00:00+00:00,,,AGREE,,AGREE,1.16751,1.16802,1.16744,1.16796,1.16751,1.16801,1.16741,1.16795,1.0000000000065512e-05
2026-08-20T04:00:00+00:00,,,AGREE,,AGREE,1.16795,1.16804,1.16718,1.16729,1.16794,1.16803,1.16715,1.16728,9.999999999843467e-06
2026-08-20T05:00:00+00:00,,,AGREE,,AGREE,1.1673,1.16774,1.16702,1.16762,1.1673,1.16774,1.16701,1.16761,1.0000000000065512e-05
2026-08-20T06:00:00+00:00,,,AGREE,,AGREE,1.16762,1.16884,1.16733,1.1688,1.16762,1.16883,1.16733,1.1688,0.0
2026-08-20T07:00:00+00:00,,,AGREE,,AGREE,1.16879,1.16936,1.16783,1.16926,1.16877,1.16935,1.16782,1.16927,1.0000000000065512e-05
2026-08-20T08:00:00+00:00,,,AGREE,,AGREE,1.16925,1.16999,1.16888,1.16987,1.16926,1.16998,1.16887,1.16985,1.999999999990898e-05
2026-08-20T09:00:00+00:00,,,AGREE,,AGREE,1.16988,1.17097,1.16956,1.1707,1.16986,1.17096,1.16955,1.1707,0.0
2026-08-20T10:00:00+00:00,,,AGREE,,AGREE,1.17069,1.17105,1.16942,1.1697,1.1707,1.17106,1.16942,1.1697,0.0
2026-08-20T11:00:00+00:00,,,AGREE,,AGREE,1.1697,1.16984,1.16827,1.16846,1.16969,1.16981,1.16827,1.16845,1.0000000000065512e-05
2026-08-20T12:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.16849,1.16902,1.16778,1.16887,1.16846,1.16902,1.16778,1.16886,1.0000000000065512e-05
2026-08-20T13:00:00+00:00,,,AGREE,,AGREE,1.16888,1.16948,1.1675,1.16754,1.16888,1.16947,1.16749,1.16753,1.0000000000065512e-05
2026-08-20T14:00:00+00:00,,,AGREE,,AGREE,1.16752,1.16852,1.16708,1.1683,1.16752,1.16852,1.16708,1.16829,9.999999999843467e-06
2026-08-20T15:00:00+00:00,,,AGREE,,AGREE,1.1683,1.16938,1.16722,1.1679,1.16829,1.16937,1.16722,1.1679,0.0
2026-08-20T16:00:00+00:00,,,AGREE,,AGREE,1.16792,1.168,1.16694,1.16733,1.16791,1.16799,1.16692,1.16732,1.0000000000065512e-05
2026-08-20T17:00:00+00:00,,,AGREE,,AGREE,1.16732,1.1675,1.167,1.16745,1.16733,1.16751,1.16701,1.16745,0.0
2026-08-20T18:00:00+00:00,,,AGREE,,AGREE,1.16746,1.16764,1.16708,1.1676,1.16746,1.16765,1.16707,1.16761,1.0000000000065512e-05
2026-08-20T19:00:00+00:00,BULL,BULL,AGREE,BULL,AGREE,1.1676,1.16785,1.16734,1.1678,1.1676,1.16784,1.16732,1.1678,0.0
2026-08-20T20:00:00+00:00,,,AGREE,,AGREE,1.1678,1.16798,1.1676,1.16785,1.16779,1.16798,1.16759,1.16779,5.999999999994898e-05
